"class,comment"
"netral,Polri lakukan pembatasan mobilitas masyarakat pada masa PPKM Darurat di Perbatasan antara Kota dan Kabupaten Bekasi.\n\nDihimbau kepada masyarakat untuk tetap menjaga Prokes &amp; mengurangi mobilitas.\n\n@TMCPoldaMetro https://t.co/RghKWTlZ4C'"
"positif,Danrem 081/DSJ Minta Masyarakat Patuhi PPKM Darurat https://t.co/GzEXYo9pj6'"
"positif,#PatuhiAturanPPKMDarurat\nIngat..!!, ada sanksi bagi pihak\xc2\xb2 yg tak patuh pada aturan PPKM\n.\n.\nWarning nih : Penting diingat b\xe2\x80\xa6'"
"negatif,Konter HP di tutup, ppkm nya nggak jelas. Berarti harus cari pulsa dan kuota internet di #tongsampah'"
"negatif,Waktunya liburan malah ppkm'"
"negatif,Kok bisa yaa, penonton Euro 2020 dan Copa America 2021 pada lepas masker, deket\xc2\xb2an, pada gapake masker, dan udah bebas keknya. Lah di Indonesia masih pake masker, WFH dan ditambah PPKM darurat. Ahh janc*k yekan'"
"netral,Mobilitas Jabar selama PPKM Darurat baru 23,15 persen https://t.co/p26ZJyPLaZ'"
"positif, https://t.co/NxXj3m96Cv\n\nPlease jgn mengkaitkan antara agama dengan ppkm.. tujuan pemerintah itu bagus untuk memutus ma\xe2\x80\xa6'"
"netral,selama wfh &amp; ppkm aku tu kangen bgt ngopi ke coffeeshop, jd aku beli kopi botolan dr coffeeshop favorit aku di bogor, namanya Thir\xe2\x80\xa6'"
"negatif,Terus cara y giman supaya rakyat mkn pung..\nRakyat bolehkan usul? Tutup TKA cina,,PPKM jngn kejam kepedaga\xe2\x80\xa6'"
"positif,temen temen, Eropa bukti nyata vaksin dan protokol Kesehatan mereka sukses, kita juga harus bisa, taat PPKM darurat ini ya Yuk vaksin dan dukung #VaksinasiGotongRoyong https://t.co/oGazjbqd5y'"
"netral,Ada masjid 1-2 blok dari sini, sudah semingguan PPKM ini selalu mengisi antara Maghrib-Isya dgn ngaji seorang bapak-bapak\xe2\x80\xa6'"
"netral,Kayaknya tak ada virus covid-19 lg di Wembley. Kerumunan, tak pakai masker, tak ada social distancing. Sungguh sangat iri mel\xe2\x80\xa6'"
"negatif,Penertiban PPKM kali ini harus lebih tegas.  Penjual Hotdog Ayam Tidak Diaduk harus kena denda 5 juta ..\n\nhttps://t.co/qs\xe2\x80\xa6'"
"negatif, Penertiban PPKM kali ini harus lebih tegas.  Penjual Hotdog Ayam Tidak Diaduk harus kena denda 5 juta ..\n\nhttps://t.co/qs\xe2\x80\xa6'"
"netral,Bagus sih ini, tapi apakah ini sudah dikaji apakah SDM yang ada di puskesmas itu mampu dan sesuai atau ngga?, jangan sampe lah ada berita kalo sampe SDM  puskesmas kelelahan melayani akibat masyarakat yg kurang taat dengan ppkm darurat \xf0\x9f\x98\x81 https://t.co/t1ED51XwzB'"
"netral,alhamdulillahh.. makaciw yaw mentemen\xf0\x9f\x92\x9a\xf0\x9f\xa4\x8d , ppkm aja masih pada nyempetin kerumah buat kasi buket sidang\xf0\x9f\x92\x8b\xe2\x9c\xa8 terharu\xf0\x9f\xa5\xba , cayang klean semua\xf0\x9f\xa5\xb0\xf0\x9f\x8c\x88\xe2\x9c\xa8'"
"positif,PPKM Mikro Lagi, dr.Andi Khomeini Takdir: Beri Bansos Warga, Anggap Aja Syukuran Ultah Pak Jokowi - Lensa Banyumas https://t\xe2\x80\xa6'"
"negatif, Selama PPKM, usaha non retail kebutuhan pangan dan warung makanan gak boleh buka. Tapi yang bikin peraturan gak mau ngasih bia\xe2\x80\xa6'"
"netral,@woozi_onIyfans Mungkin karena lagi PPKM :"")'"
"netral, Bandar Lampung udah PPKM ketat yaa?'"
"positif,Bagi kamu yang hari Senin ini mau tugas ke luar kota, harap mematuhi aturan perjalanan PPKM yang berlaku ya. Wajib ketat prokes juga! Ayo cek swab covid-19 via PasporSehat H-2 sebelum berangkat. Mau registrasi RS via aplikasi atau home service, semua bisa! #ScanAndGO https://t.co/AEsLhWgUXU'"
"netral,Sepekan PPKM Darurat, Begini Hasil Evaluasinya #HasilevaluasiPPKMDarurat #LuhutBinsarPandjaitan #PPKMDarurat\n\nhttps://t.co/ESK78EoGY6 https://t.co/kAolVpGeQR'"
"negatif,@rasjawa: Selama PPKM, usaha non retail kebutuhan pangan dan warung makanan gak boleh buka. Tapi yang bikin peraturan gak mau ngasih bia\xe2\x80\xa6'"
"netral,Rekomendasi film pendek di YouTube ~ \n\nSiapa tahu ada yang butuh tontonan biar nggak jenuh &amp; stres selama PPKM darurat, i\xe2\x80\xa6'"
"netral,Hahha kelar ppkm langsung grebeg tanpa ampun'"
"netral,Abis PPKM kalo latihan bener2 gak bisa diliburin, bisa lah konsep kaya gini dimanfaatin lagi. Bisa sambil di-record buat konte\xe2\x80\xa6'"
"netral,Lagi ppkm'"
"netral,Kebiasa ngejepret temen2, karena lagi ppkm dan praktikum udah kelar jadi cicak aja yg jadi korban. https://t.co/JBfMyQBeli'"
"negatif,Selama PPKM Darurat, jumlah penumpang menurun berkisar 200 ribu orang per hari https://t.co/Qku83Z3Ezb'"
"netral,nah iya...apa karena ppkm ya? tapi di deket sini mcd nya 24/7...'"
"netral,Opsi perpanjangan PPKM darurat akan ditentukan dalam evaluasi pemerintah jelang berakhirnya masa PPKM darurat.  https:/\xe2\x80\xa6'"
"positif,Dipakai Nakes, Hotel Tingkatkan Okupansi di Masa PPKM Darurat https://t.co/Frn4OmO0KX'"
"netral, Rombongan Makhluk dari tasik merusak fasilitas dan melawan petugas ketika memaksa masuk kejaksaan, menuntut Mam Baliho bebas..\xe2\x80\xa6'"
"negatif,psbb, ppkm, lalu?'"
"negatif,ngopa ngopi ngopa ngopi, ppkm lim \xf0\x9f\xa4\xad'"
"positif,Hai mas, kalo mas mikir aku komen gini karena keadaan ekonomiku baik2 aja, itu salah. Aku g melarang orang yg brusaha buat tetep kerja pas ppkm, karena itu jg kebutuhan. Aku lebih menekankan orang2 yg sllu protes tp gada solusi yg baik, dan emang kita gapunya banyak pilihan, hehe'"
"netral,lagi ppkm kak'"
"positif, yuk vaksinasi, jangan sampai salah informasi mengenai vaksinasi ya temen temen, kita harus dukung kebijakan PPKM dan jug\xe2\x80\xa6'"
"negatif,psbb, ppkm, ntar apa lagi anying'"
"positif,PPKM Darurat adalah bukti tak terkendali, kalau terkendali ga perlu PPKM\xe2\x80\xa6 begitu aja kok repot'"
"netral, jauh bundaaah :( makanya abis ppkm yuk'"
"negatif,ppkm cepetan kelar yuk takut banget suasana malem dikosan \xf0\x9f\x99\x83'"
"negatif,Penertiban PPKM kali ini harus lebih tegas.  Penjual Hotdog Ayam Tidak Diaduk harus kena denda 5 juta ..\n\nhttps://t.co/qs\xe2\x80\xa6'"
"netral,Anggota Bhabinkamtibmas polsek Bojongloa kidul  sambang himbauan ppkm darurat serta perwal No.71 tahun 2021\n\n@polrestabesbandung \n@ariciwulan3 \n@ddhumaspoldajabar \n@kusmawan_edy \n@humaspolda.jabar \n@binmasrestabesbdg https://t.co/i9j3jW1TiB'"
"negatif,Selama PPKM, usaha non retail kebutuhan pangan dan warung makanan gak boleh buka. Tapi yang bikin peraturan gak mau ngasih bia\xe2\x80\xa6'"
"netral,1 meter hey lagi ppkm!!!'"
"negatif,Penertiban PPKM kali ini harus lebih tegas.  Penjual Hotdog Ayam Tidak Diaduk harus kena denda 5 juta ..\n\nhttps://t.co/qs\xe2\x80\xa6'"
"negatif,Emang enak kalo di asrama!! Bise ngelembur di loby same yang lainnye. Padahal dah capek sekali seharian aktivitas, besoknye jam 5 subuh dah di lapangan agik. Bukan tau nak tidok awal, tapi tadak ga selap besok nye!! PPKM ni bikin kacau!!! \xf0\x9f\x98\xad'"
"positif,Di Tengah PPKM Darurat, Puskesmas di Surabaya Buka 24 Jam #COVID19 #Ericahyadi #lawancovid19 #PPKMDarurat #RSUDdrSoewandhie\n\nhttps://t.co/uaneIv9FIZ https://t.co/tIKhM8SRpP'"
"netral,kok gitu ya...apa karena ppkm? tapi waktu awal2 quarantine itu tetep bisa...'"
"netral,Sudah satu minggu sejak saya diberi amanah oleh Presiden @jokowi untuk mengkoordinir pelaksanaan program PPKM Darurat\xe2\x80\xa6'"
"netral,Currently ppkm aka pengen pacar kayak mark https://t.co/nU0f1ThjMj'"
"netral,Bisa saya hitung bahwa setiap harinya 2-3 kali Presiden menghubungi saya untuk menanyakan perkembangan dan kendala dar\xe2\x80\xa6'"
"netral,Sri Mulyani beri sinyal skenario PPKM Darurat diperpanjang hingga 6 minggu. https://t.co/E1InXGgAoh'"
"negatif, Ada wacana PPKM 6 minggu. Usaha gk jalan, karyawan nagih gaji, token listrik udah bunyi, kasian anak istri. Berharap dapet ban\xe2\x80\xa6'"
"netral,Postingan teman 13jam lalu difacebook.\n\nKawasan G Walk Citraland Surabaya bebas PPKM..beda dg Pedagang Kaki5.... Wong cilik.\xe2\x80\xa6'"
"negatif,PPKM = Pelan Pelan Kita Melebar'"
"negatif,Sengaja ya mau genosida org miskin. Kalo mau perpanjang namanya jangan PPKM lagi TAPI KARANTINA, SESUAI UU NO 6 THN 2018\xe2\x80\xa6'"
"positif,JIKA INI HOAX \nSegera tindak tegas Zonk, krn dia sdh terang2 an melawan &amp; merusak  Program PPKM . https://t.co/PRqZ0p10Fz'"
"negatif,Yg banyak dipertanyakan oleh masyarakat itu, antara lain soal masuknya para TK China ke Indonesia, tak henti2nya hampir set\xe2\x80\xa6'"
"negatif, PPKM + penyekatan tanpa pemenuhan kebutuhan dasar ini cuma bikin tensi tambah tinggi, ngga kebayang kalau mau dipanjangi\xe2\x80\xa6'"
"negatif,ppkm mau ditambah 6 minggu lagi, dikira rakyat ini pegawai negeri semua apa?'"
"negatif,Sengaja ya mau genosida org miskin. Kalo mau perpanjang namanya jangan PPKM lagi TAPI KARANTINA, SESUAI UU NO 6 THN 2018\xe2\x80\xa6'"
"negatif,Cafe nya sudah sesuai aturan dan proses. Kursinya di ambil satpol pp, nah nanti yg mau ngambil berkerumun dikantor satpol pp atau dikelurahan, 2 minggu kemudian covid naek lagi, ppkm lagi, terus weh kitu nepi firaun hirup deui'"
"positif,ppkm ada rencana diperpanjang sampe 6 minggu\n\nkita sih harus maklum ya dan juga sabar sama upaya pemerintah selama ini, k\xe2\x80\xa6'"
"negatif,#FOTO Mall PGC Cililitan, Jakarta, ditutup imbas penerapakn PPKM Darurat. Hasilnya, para penyedia jasa servis HP sampai turun\xe2\x80\xa6'"
"netral,Kena PPKM kali mak'"
"negatif,Pak @jokowi , kalo pun PPKM diperpanjang sama 1 tahun, tapi penanganan Covid ga maksimal, warga tidak diberikan bantuan. Nanti\xe2\x80\xa6'"
"negatif,@CNNIndonesia: Pengusaha soal Skenario PPKM Darurat 6 Minggu: Berat! https://t.co/5NY2lzTBQ0'"
"negatif,toropedia: ppkm mau ditambah 6 minggu lagi, dikira rakyat ini pegawai negeri semua apa?'"
"netral, Surat Edaran PBNU tentang PPKM &amp; pelaksanaan Sholat Idul Adha 1442 H. -- Bagian 1 https://t.co/I95CYMXBKg'"
"netral,GIAT PELAKSANAAN OPERASI PENEGAKAN YUSTISI PPKM DARURAT, 7 WNA TERJARING MELANGGAR PROTOKOL KESEHATAN\n\nBerita selengkapnya di https://t.co/ws9whbNwZZ https://t.co/jgGTxkLJTh'"
"positif,Selama PPKM Darurat semua tempat makan dilarang menerima pelanggan untuk makan ditempat\n\n#TetapTaatiPPKM\nDukung Patuhi Bersama https://t.co/ARIq12yQy1'"
"netral, PPKM + penyekatan tanpa pemenuhan kebutuhan dasar ini cuma bikin tensi tambah tinggi, ngga kebayang kalau mau dipanjangi\xe2\x80\xa6'"
"negatif,Ada wacana PPKM 6 minggu. Usaha gk jalan, karyawan nagih gaji, token listrik udah bunyi, kasian anak istri. Berharap dapet ban\xe2\x80\xa6'"
"positif,Apapun komentar kalian di video ini. setidak nya dapat memberi contoh buat aparat penegak ppkm yg lain di seluruh negri. Sehat2 slalu buat bpk nya.'"
"netral,Surat Edaran PBNU tentang PPKM &amp; pelaksanaan Sholat Idul Adha 1442 H. -- Bagian 1 https://t.co/I95CYMXBKg'"
"negatif,Pada kepikiran nggak sih? PPKM Darurat hampir dua minggu,  kasus Covid-19 justru melonjak tinggi. Tes dan lacak tak meningkat\xe2\x80\xa6'"
"netral,Terkendali itu artinya PPKM darurat bakal diperpanjang hingga 6 minggu..\n\n*benar begitu? \xf0\x9f\xa4\x94 https://t.co/44MSIVL7mx'"
"negatif,Yg banyak dipertanyakan oleh masyarakat itu, antara lain soal masuknya para TK China ke Indonesia, tak henti2nya hampir set\xe2\x80\xa6'"
"negatif, PPKM.\nSemua wajib taat. Jika tak taat berhadapan dengan aparat. Namun kebutuhan dasar saja tak dipenuhi. \n\xf0\x9f\x91\x89 @jokowi \xf0\x9f\x91\x88 sedang\xe2\x80\xa6'"
"negatif,PPKM + penyekatan tanpa pemenuhan kebutuhan dasar ini cuma bikin tensi tambah tinggi, ngga kebayang kalau mau dipanjangi\xe2\x80\xa6'"
"netral,Breaking news :\n\nPPKM diperpanjang sampai 2024 \n\nDigabung debat capres dan debat Covid'"
"negatif,Pemerintah enggan lockdown; Artinya melepas tanggung jawab untuk memenuhi kebutuhan dasar warga.\n\nPPKM darurat menghimpit\xe2\x80\xa6'"
"negatif,Daripada membayar denda Rp 5 juta, pemilik kedai kopi memilih di penjara 3 hari https://t.co/nc2XisWJ35'"
"negatif,Parah sih kalau ppkm diperpanjang. Demi apapun ppkm itu dampaknya besar. Sebagian orang diluar sana karena ppkm bisa kehilangan pekerjaan. Trus gimana mereka menghidupi dirinya apalagi kalau punya anak/istri? Iya ini pandemi, tapi orang juga makin sakit karena lapar.'"
"netral,Satgas Sebut Ada Kemungkinan Perpanjangan PPKM Darurat https://t.co/rVpIL4i1Mf'"
"netral,Ketika Opung LBP bilang pandemi covid TERKENDALI, sedangkan Jeng Sri bilang ada kemungkinan perpanjangan PPKM 6 minggu dan\xe2\x80\xa6'"
"negatif,ppkm mau ditambah 6 minggu lagi, dikira rakyat ini pegawai negeri semua apa?'"
"negatif,Makan tuh PPKM..\n\nBikin kebijakan kok pinter bgt ..\n\nPercuma kan cegat\xc2\xb2in orang dijalan kasusnya gak reda&amp;ekonomi juga gak pulih...\n\nTebir bgt idup di Irlandia selatan ... https://t.co/oZjYLytcUr'"
"netral,Hay temen temen~\xf0\x9f\x91\x8b aku open commission vector dan illustrasi \n\nHARGA MULAI 15K \xe2\x98\xba\xef\xb8\x8f\n\nCek katalognya kuyy di \xf0\x9f\x91\x87\nhttps://t.co/\xe2\x80\xa6'"
"negatif,Ada wacana PPKM 6 minggu. Usaha gk jalan, karyawan nagih gaji, token listrik udah bunyi, kasian anak istri. Berharap dapet ban\xe2\x80\xa6'"
"negatif,PPKM ga jamin kesejahteraan masyarakat, tapi membebani masyarakat dg denda dan pidana. Luar biasa bijaksananya rezim ini\xf0\x9f\x98\xa5'"
"negatif,PPKM DARURAT itu LOCKDOWN versi Negara MISKIN Yang gak mau keluar uang untuk RAKYATNYA'"
"negatif,Pak @jokowi , kalo pun PPKM diperpanjang sama 1 tahun, tapi penanganan Covid ga maksimal, warga tidak diberikan bantuan. Nanti\xe2\x80\xa6'"
"negatif, ppkm mau ditambah 6 minggu lagi, dikira rakyat ini pegawai negeri semua apa?'"
"negatif,PPKM + penyekatan tanpa pemenuhan kebutuhan dasar ini cuma bikin tensi tambah tinggi, ngga kebayang kalau mau dipanjangi\xe2\x80\xa6'"
"negatif, PPKM + penyekatan tanpa pemenuhan kebutuhan dasar ini cuma bikin tensi tambah tinggi, ngga kebayang kalau mau dipanjangi\xe2\x80\xa6'"
"negatif, PPKM hanya berlaku untuk pedagang kecil, sementara yang lainnya tetap buka \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbc https://t.co/P47LI3Rcpg'"
"negatif,Pada kepikiran nggak sih? PPKM Darurat hampir dua minggu,  kasus Covid-19 justru melonjak tinggi. Tes dan lacak tak meningkat\xe2\x80\xa6'"
"netral,Ketika Opung LBP bilang pandemi covid TERKENDALI, sedangkan Jeng Sri bilang ada kemungkinan perpanjangan PPKM 6 minggu dan\xe2\x80\xa6'"
"negatif,DARURAT ini. Jgn Sampai PPKM DARUTAT jadi PPKM tambah Darurat.\n@jokowi'"
"negatif,PPKM DARURAT itu LOCKDOWN versi Negara MISKIN Yang gak mau keluar uang untuk RAKYATNYA'"
"negatif,PPKM DARURAT itu LOCKDOWN versi Negara MISKIN Yang gak mau keluar uang untuk RAKYATNYA'"
"negatif,PPKM 6 minggu? lebih lama dari itu pun gak akan ada hasil signifikan kalau ; orang2 msh terbelah antara covid &amp; dicovidkan\xe2\x80\xa6'"
"negatif,Nek sido diperpanjang PPKM e, rampung2 aku wis lali posisi pas e polisi tidur neng dalan kampungku. Lha biasane nek pas lewat iso apal posisine ngendi wae, nganti paving sing cuwil sebelah ngendi we ngerti.'"
"negatif,Pak @jokowi , kalo pun PPKM diperpanjang sama 1 tahun, tapi penanganan Covid ga maksimal, warga tidak diberikan bantuan. Nanti\xe2\x80\xa6'"
"negatif,Pada kepikiran nggak sih? PPKM Darurat hampir dua minggu,  kasus Covid-19 justru melonjak tinggi. Tes dan lacak tak meningkat\xe2\x80\xa6'"
"negatif,PPKM Darurat, TKA Boleh Mendarat https://t.co/9LgjD4JhcN'"
"negatif,Saya juga menentang PPKM ala ala ini. Lockdown ya Lockdown, tanggungjawab terhadap kebutuhan rakyat. Jika tidak mampu menyera\xe2\x80\xa6'"
"negatif,masyakarat menengah keatas itu emang gitu, marah-marah sama rakyat kecil yang jualan dipinggir jalan, katanya ga m\xe2\x80\xa6'"
"negatif,Pak @jokowi , kalo pun PPKM diperpanjang sama 1 tahun, tapi penanganan Covid ga maksimal, warga tidak diberikan bantuan. Nanti\xe2\x80\xa6'"
"negatif,Kami sudah di titik jenuh dan bingung bagaimana kami akan bekerja di tengah wabah pandemi ini, di terapkan sistem lockdown - PSBB - PPKM mikro - PPKM darurat, kami belum menemui titik terang apakah ada solusi bagi kami dimana sama"" menguntungkan antara pemerintah dan masyarakat.'"
"netral,Kalo memang PPKM akan di perpanjang sampai 6 Minggu, berikan sebuah solusi yg mungkin sama sama menguntungkan antata rakyat biasa dan para pejabat/pegawai yg di gaji negara.'"
"negatif,ppkm mau ditambah 6 minggu lagi, dikira rakyat ini pegawai negeri semua apa?'"
"negatif,Dari jaman perdebatan lockdown tahun lalu sampai PPKM sekarang ini, problem yg dipersoalkan sebetulnya cuman satu. \n\nKalo m\xe2\x80\xa6'"
"negatif,Pak @jokowi , kalo pun PPKM diperpanjang sama 1 tahun, tapi penanganan Covid ga maksimal, warga tidak diberikan bantuan. Nanti\xe2\x80\xa6'"
"negatif,Tapi tiba2 petugas menindak dengan menyita kursi yg mmg kita sengaja sediakan khusus untuk yang menunggu pesanan. Sedangkan k\xe2\x80\xa6'"
"negatif,Pada kepikiran nggak sih? PPKM Darurat hampir dua minggu,  kasus Covid-19 justru melonjak tinggi. Tes dan lacak tak meningkat\xe2\x80\xa6'"
"negatif,PPKM Darurat, TKA Boleh Mendarat https://t.co/9LgjD4JhcN'"
"netral,halo para guys yg msh percaya dgn si bipang lois ,nih kita kasih bocoran yah ..... Knp si kafir cina lois mendadak keluar\xe2\x80\xa6'"
"negatif,PPKM.\nSemua wajib taat. Jika tak taat berhadapan dengan aparat. Namun kebutuhan dasar saja tak dipenuhi. \n\xf0\x9f\x91\x89 @jokowi \xf0\x9f\x91\x88 sedang\xe2\x80\xa6'"
"positif,Polri gabung TNI, Dishub dan Pol-PP melaksanakan Pembatasan Mobilitas &amp; Penyekatan guna pencegahan penyebaran Virus Covid 19 di Pos PPKM Darurat Kalideres Jakarta Barat https://t.co/1fZcgGNqZX\n@TMCPoldaMetro'"
"netral,PPKM saat ini ?\nStay Home saja? Butuh penghasilan tambahan ?\nYess , Lipat Dan Gandakan uang kamu di sini sekarang juga\nGame Slot PRAGMATIC type OLYMPUS Sedang Panen JACKPOT hari ini\n\n\xf0\x9d\x97\xa6\xf0\x9d\x97\xae\xf0\x9d\x97\xb9\xf0\x9d\x97\xae\xf0\x9d\x97\xba \xf0\x9d\x97\x9d\xf0\x9d\x97\xae\xf0\x9d\x97\xb0\xf0\x9d\x97\xb8\xf0\x9d\x97\xbd\xf0\x9d\x97\xbc\xf0\x9d\x98\x81\n\xf0\x9f\x93\x9e +6287775470943\n\xf0\x9f\x8e\xb0  https://t.co/dfbVFxbf1y https://t.co/q53iHOkJZQ'"
"negatif,Pada kepikiran nggak sih? PPKM Darurat hampir dua minggu,  kasus Covid-19 justru melonjak tinggi. Tes dan lacak tak meningkat\xe2\x80\xa6'"
"negatif,PPKM.\nSemua wajib taat. Jika tak taat berhadapan dengan aparat. Namun kebutuhan dasar saja tak dipenuhi. \n\xf0\x9f\x91\x89 @jokowi \xf0\x9f\x91\x88 sedang\xe2\x80\xa6'"
"negatif,PPKM + penyekatan tanpa pemenuhan kebutuhan dasar ini cuma bikin tensi tambah tinggi, ngga kebayang kalau mau dipanjangi\xe2\x80\xa6'"
"negatif,Yg banyak dipertanyakan oleh masyarakat itu, antara lain soal masuknya para TK China ke Indonesia, tak henti2nya hampir set\xe2\x80\xa6'"
"negatif,PPKM DARURAT itu LOCKDOWN versi Negara MISKIN Yang gak mau keluar uang untuk RAKYATNYA'"
"negatif,PPKM 6 minggu? lebih lama dari itu pun gak akan ada hasil signifikan kalau ; orang2 msh terbelah antara covid &amp; dicovidkan\xe2\x80\xa6'"
"netral,VIRAL... Indahnya Hidup Pegawai BUMN di Masa PPKM Darurat, WFH dari Bali, Menyewa Villa https://t.co/hmxd3ncgGh https://t.c\xe2\x80\xa6'"
"netral, *halo para guys yg msh percaya dgn si bipang lois ,nih kita kasih bocoran yah ..... Knp si kafir cina lois mendadak keluar\xe2\x80\xa6'"
"negatif,Yg banyak dipertanyakan oleh masyarakat itu, antara lain soal masuknya para TK China ke Indonesia, tak henti2nya hampir set\xe2\x80\xa6'"
"netral,""Waktu Pak Anies pegang PSBB itu betul bisa dijalankan. Sekarang wewenang, kan, enggak ada lagi (di gubernur) tetapi di P\xe2\x80\xa6'"
"negatif,PPKM + penyekatan tanpa pemenuhan kebutuhan dasar ini cuma bikin tensi tambah tinggi, ngga kebayang kalau mau dipanjangi\xe2\x80\xa6'"
"negatif,Rakyat yg mana sih.. \nKlo pada akhirnya bayar gw rasa orang berduiit aja yg mau, trus org miskin yg mau cari uang aja di persulit yg bikin imun pada down gegara PPKM COVID19.\nJangan ngadi2 aje deh'"
"negatif,Yg banyak dipertanyakan oleh masyarakat itu, antara lain soal masuknya para TK China ke Indonesia, tak henti2nya hampir set\xe2\x80\xa6'"
"negatif, Ada wacana PPKM 6 minggu. Usaha gk jalan, karyawan nagih gaji, token listrik udah bunyi, kasian anak istri. Berharap dapet ban\xe2\x80\xa6'"
"negatif,Gaji per bulan satu pejabat itu bisalah untuk dua sampai tiga keluarga. Potong gaji pejabatlah buat membiayai orang-orang kecil\xe2\x80\xa6'"
"negatif,ppkm mau ditambah 6 minggu lagi, dikira rakyat ini pegawai negeri semua apa?'"
"netral,Promo PPKM Abuba Steak \xe2\x80\x93 Paket Perut Kenyang Menyenangkan\n\nSalah satu cara jitu mengatasi kebosanan selama PPKM di rumah aja : order makanan!\n\nYap, udah pasti ordernya @abubasteak_ PPKM Paket Perut Kenyang Menyenangkan\n\nApa aja tuh promo PPKM nya?\nAda 6 \xe2\x80\xa6 https://t.co/K2zlaeZrJs https://t.co/5pemZODVoI'"
"netral,VIRAL... Indahnya Hidup Pegawai BUMN di Masa PPKM Darurat, WFH dari Bali, Menyewa Villa https://t.co/hmxd3ncgGh https://t.c\xe2\x80\xa6'"
"netral,Surat Edaran PBNU tentang PPKM &amp; pelaksanaan Sholat Idul Adha 1442 H. -- Bagian 1 https://t.co/I95CYMXBKg'"
"negatif,Setuju PPKM sangat memaatikan sandang pangan rakyat kecil... https://t.co/VZWwoPbkSC'"
"negatif,PPKM.\nSemua wajib taat. Jika tak taat berhadapan dengan aparat. Namun kebutuhan dasar saja tak dipenuhi. \n\xf0\x9f\x91\x89 @jokowi \xf0\x9f\x91\x88 sedang\xe2\x80\xa6'"
"negatif,Pada kepikiran nggak sih? PPKM Darurat hampir dua minggu,  kasus Covid-19 justru melonjak tinggi. Tes dan lacak tak meningkat\xe2\x80\xa6'"
"negatif,ppkm mau ditambah 6 minggu lagi, dikira rakyat ini pegawai negeri semua apa?'"
"negatif,Jangan Pernah Coba Coba....\nMempermainkan NYAWA UMAT MANUSIA...\nVAKSINASI Covid19.... HARUS Tepat Waktu diantara Tahapan nya\xe2\x80\xa6'"
"negatif,Aamiin YRA.. \nAku selama ppkm ngak ad kerjaan buki \xf0\x9f\x98\xa2\xf0\x9f\x98\xa2,semua job di cancel berharap ppkm ngak di perpanjang'"
"negatif,PPKM + penyekatan tanpa pemenuhan kebutuhan dasar ini cuma bikin tensi tambah tinggi, ngga kebayang kalau mau dipanjangi\xe2\x80\xa6'"
"negatif,Agak mendingan sih, bisa juga diikuti kegiatan sentra ekonomi dibuat bergilir atau entah satu hari tertentu tutup semua yang non esensial. Optimalisasi aparat dibawah sosialisai dll ... Ketimbang perpanjangan PPKM'"
"netral,Lockdown total sejawa bali\nPpkm darurat di luar jawa bali\nLalu pemerintah membiayai kebutuhan pokok masyarakat selam\xe2\x80\xa6'"
"negatif,PPKM DARURAT itu LOCKDOWN versi Negara MISKIN Yang gak mau keluar uang untuk RAKYATNYA'"
"negatif,Ini memang geraknya masih pada lewat medsos semua, udah malem soalnya. Masyarakat juga pada lapor ke instagram Bupati Gowa\xe2\x80\xa6'"
"negatif,Pemilik Warung di Medan, Tolak Penutupan Petugas PPKM Darurat\n@edyrahmayadi1\n@NawalLubis\n@bobbynasution_\n#Medan\n#Simut\n#SumateraUtara\n#Siantar\n#Sergai\n#Indonesia\n#IndonesiaMaju\nhttps://t.co/DYON48At63 https://t.co/t9hVB3VoR8'"
"negatif,PPKM DARURAT itu LOCKDOWN versi Negara MISKIN Yang gak mau keluar uang untuk RAKYATNYA'"
"netral,PPKM 6 Minggu\n\nMe: https://t.co/LFL151TmYR'"
"netral,Lockdown total sejawa bali\nPpkm darurat di luar jawa bali\nLalu pemerintah membiayai kebutuhan pokok masyarakat selam\xe2\x80\xa6'"
"negatif,Pak @jokowi , kalo pun PPKM diperpanjang sama 1 tahun, tapi penanganan Covid ga maksimal, warga tidak diberikan bantuan. Nanti\xe2\x80\xa6'"
"negatif,anak menteri cabut ke luar negri pas ppkm karna ga yakin sama yg dikerjain bapaknya ya'"
"negatif,PPKM DARURAT itu LOCKDOWN versi Negara MISKIN Yang gak mau keluar uang untuk RAKYATNYA'"
"netral,kegiatan selama ppkm 6 minggu: https://t.co/xDOICRliOn'"
"negatif,pemilik warkop di Gowa mendapat tindak kekerasan saat melakukan razia PPKM.\n\ncari uang tuk hidup di jaman susah begini, y\xe2\x80\xa6'"
"negatif,PPKM DARURAT itu LOCKDOWN versi Negara MISKIN Yang gak mau keluar uang untuk RAKYATNYA'"
"negatif,anak menteri cabut ke luar negri pas ppkm karna ga yakin sama yg dikerjain bapaknya ya'"
"negatif,Nyusahin Rakyat, Perpanjangan PPKM Darurat Ditolak Relawan Jokowi\nhttps://t.co/qu8HDfQdlv'"
"negatif,Ditengah kekurangan dana untuk tangani covid-19 dan kesulitan rakyat krn PPKM, ini malah memberikan PMN ke BUMN utk jalan T\xe2\x80\xa6'"
"negatif,Pemerintah telah menerapkan PPKM darurat. Ombudsman RI menyebut ada inkonsistensi dalam PPKM darurat, salah satunya soal pintu internasional yang masih dibuka. https://t.co/blA9VhQBCc'"
